0,2.11
3,1.935
7,5.59
14,7.415
17,6.815
21,5.655
24,6.9
27,7.165
31,7.15
34,7.095
37,6.915
42,6.765
49,6.69
55,6.7
69,5.96
76,6.125
79,6.1
85,6.045
90,5.615
93,5.34
97,5.43
100,5.61
104,4.795
107,5.32
111,5.625
114,5.395
118,5.23
121,5.77
127,5.35
134,5.46
139,5.205
145,5.68
