0,7.975
3,6.425
7,7.01
14,7.315
17,6.79
21,6.155
24,6.675
27,6.995
31,6.835
34,6.93
37,6.67
42,6.755
49,6.605
55,6.59
69,6.13
76,5.995
79,5.91
85,6.005
90,6.165
93,6.075
97,5.975
100,5.945
104,5.93
107,5.875
111,5.85
114,5.765
118,5.67
121,5.825
127,5.485
134,5.205
139,5.62
145,5.3
