0,7.97
3,6.315
7,7.225
14,7.62
17,7.31
21,5.97
24,6.925
27,7.05
31,6.825
34,6.65
37,6.44
42,6.565
49,6.385
55,6.805
69,5.49
76,5.495
79,5.42
85,5.29
90,5.745
93,5.525
97,5.31
100,5.42
104,5.345
107,5.485
111,5.435
114,5.305
118,4.965
121,5.185
127,4.965
134,4.955
139,4.895
145,5.42
